"film_id","title","rental_rate","rank"
194,Crow Grease,0.99,660
753,Rush Goodfellas,0.99,660
496,Kick Savannah,0.99,660
507,Ladybugs Armageddon,0.99,660
494,Karate Moon,0.99,660
509,Language Cowboy,0.99,660
493,Kane Exorcist,0.99,660
511,Lawrence Love,0.99,660
492,Jungle Closer,0.99,660
191,Crooked Frogmen,0.99,660
189,Creatures Shakespeare,0.99,660
491,Jumping Wrath,0.99,660
516,Legend Jedi,0.99,660
517,Lesson Cleopatra,0.99,660
489,Juggler Hardly,0.99,660
963,Watch Tracy,0.99,660
848,Stone Fire,0.99,660
488,Joon Northwest,0.99,660
849,Storm Happiness,0.99,660
523,Lights Deer,0.99,660
560,Mars Roman,0.99,660
524,Lion Uncut,0.99,660
525,Loathing Legally,0.99,660
850,Story Side,0.99,660
482,Jeopardy Encino,0.99,660
851,Straight Hours,0.99,660
852,Strangelove Desire,0.99,660
186,Craft Outfield,0.99,660
531,Lose Inch,0.99,660
479,Jedi Beneath,0.99,660
890,Tights Dawn,0.99,660
534,Louisiana Harry,0.99,660
535,Love Suicides,0.99,660
178,Connection Microcosmos,0.99,660
855,Streak Ridgemont,0.99,660
538,Loverboy Attacks,0.99,660
176,Congeniality Quest,0.99,660
36,Argonauts Town,0.99,660
168,Comancheros Enemy,0.99,660
164,Coast Rainbow,0.99,660
163,Clyde Theory,0.99,660
477,Jawbreaker Brooklyn,0.99,660
160,Club Graffiti,0.99,660
545,Madness Attacks,0.99,660
862,Summer Scarface,0.99,660
547,Magic Mallrats,0.99,660
863,Sun Confessions,0.99,660
549,Magnolia Forrester,0.99,660
864,Sundance Invasion,0.99,660
475,Japanese Run,0.99,660
552,Majestic Floats,0.99,660
553,Maker Gables,0.99,660
157,Clockwork Paradise,0.99,660
555,Mallrats United,0.99,660
467,Intrigue Worst,0.99,660
866,Sunset Racer,0.99,660
155,Cleopatra Devil,0.99,660
868,Superfly Trip,0.99,660
562,Masked Bubble,0.99,660
461,Insects Stone,0.99,660
965,Watership Frontier,0.99,660
458,Indian Love,0.99,660
566,Maude Mod,0.99,660
870,Swarm Gold,0.99,660
457,Independence Hotel,0.99,660
153,Citizen Shrek,0.99,660
454,Impact Aladdin,0.99,660
891,Timberland Sky,0.99,660
966,Wedding Apollo,0.99,660
873,Sweethearts Suspects,0.99,660
574,Midnight Westward,0.99,660
452,Illusion Amelie,0.99,660
990,World Leathernecks,0.99,660
577,Mile Mulan,0.99,660
440,Hunger Roof,0.99,660
436,Hours Rage,0.99,660
434,Horror Reign,0.99,660
581,Minority Kiss,0.99,660
875,Talented Homicide,0.99,660
430,Hook Chariots,0.99,660
34,Arabia Dogma,0.99,660
585,Mob Duffel,0.99,660
586,Mockingbird Hollywood,0.99,660
429,Honey Ties,0.99,660
427,Homeward Cider,0.99,660
589,Modern Dorado,0.99,660
877,Taxi Kick,0.99,660
425,Holy Tadpole,0.99,660
149,Christmas Moonshine,0.99,660
593,Monterey Labyrinth,0.99,660
594,Montezuma Command,0.99,660
595,Moon Bunch,0.99,660
424,Holocaust Highball,0.99,660
423,Hollywood Anonymous,0.99,660
598,Mosquito Armageddon,0.99,660
599,Mother Oleander,0.99,660
600,Motions Details,0.99,660
601,Moulin Wake,0.99,660
602,Mourning Purple,0.99,660
418,Hobbit Alien,0.99,660
604,Mulan Moon,0.99,660
147,Chocolat Harry,0.99,660
606,Mummy Creatures,0.99,660
417,Hills Neighbors,0.99,660
27,Anonymous Human,0.99,660
143,Chill Luck,0.99,660
610,Music Boondock,0.99,660
416,Highball Potter,0.99,660
882,Tenenbaums Command,0.99,660
613,Mystic Truman,0.99,660
407,Hawk Chill,0.99,660
142,Chicken Hellfighters,0.99,660
140,Cheaper Clyde,0.99,660
617,Natural Stock,0.99,660
618,Necklace Outbreak,0.99,660
619,Neighbors Charade,0.99,660
885,Texas Watch,0.99,660
886,Theory Mermaid,0.99,660
622,Newsies Story,0.99,660
623,Newton Labyrinth,0.99,660
406,Haunting Pianist,0.99,660
625,None Spiking,0.99,660
132,Chainsaw Uptown,0.99,660
404,Hate Handicap,0.99,660
130,Celebrity Horn,0.99,660
629,Notorious Reunion,0.99,660
630,Notting Speakeasy,0.99,660
631,Novocaine Flight,0.99,660
402,Harper Dying,0.99,660
401,Harold French,0.99,660
634,Odds Boogie,0.99,660
635,Oklahoma Jumanji,0.99,660
636,Oleander Clue,0.99,660
395,Handicap Boondock,0.99,660
128,Catch Amistad,0.99,660
388,Gunfight Moon,0.99,660
387,Gun Bonnie,0.99,660
641,Orange Grapes,0.99,660
122,Carrie Bunch,0.99,660
119,Caper Motions,0.99,660
894,Tomatoes Hellfighters,0.99,660
970,Westward Seabiscuit,0.99,660
646,Outbreak Divine,0.99,660
647,Outfield Massacre,0.99,660
383,Groove Fiction,0.99,660
896,Tootsie Pilot,0.99,660
650,Pacific Amistad,0.99,660
651,Packer Madigan,0.99,660
652,Pajama Jawbreaker,0.99,660
382,Grit Clockwork,0.99,660
379,Greedy Roots,0.99,660
377,Grease Youth,0.99,660
656,Papi Necklace,0.99,660
118,Canyon Stock,0.99,660
114,Camelot Vacation,0.99,660
